Village,Taluka,Area_Acre,Soil_Type,Soil_Quality_Score,Land_Type,Irrigated,Road_Touch,Road_Width_Ft,Distance_To_Highway_KM,Water_Source,Number_Of_Owners,Unknown_Registrations,Takeover_Risk,Avg_Price_Per_Acre_Nearby,Price_Per_Acre
Nandgaon,Chandwad,12.73,Black,9,Agricultural,1,1,77,23.5,Canal,2,2,1,97500,97000
Wadangali,Sinnar,1.58,Black_Red_Mixed,8,Residential,1,1,48,7.9,Canal,7,0,0,600000,600000
Anandwalli,Nashik,12.93,Black,7,Residential,1,1,75,17.2,Canal,5,3,0,1614500,1529000
Karanjwan,Niphad,0.91,Red,6,NA,1,1,86,21,River,4,2,1,514500,506000
Wadivarhe,Sinnar,21.51,Black_Red_Mixed,6,NA,1,1,48,13.5,River,8,3,0,515000,481500
Mulegaon,Sinnar,9.41,Red,3,Agricultural,1,0,46,22.1,River,4,3,0,162500,172500
Sinnar,Sinnar,12.46,Black_Red_Mixed,7,Residential,1,0,49,17.1,River,8,2,1,374000,401000
Pachegaon,Yeola,11.05,Black,9,Residential,1,1,29,10,Canal,6,0,1,278500,242500
Khamgaon,Yeola,11.31,Black_Red_Mixed,5,Agricultural,0,0,29,14.8,Canal,7,2,0,81500,76000
Saundane,Niphad,20.47,Red,4,Agricultural,1,1,16,1.8,Borewell,6,2,0,336500,301000
Sonaj,Yeola,9.05,Red,5,Commercial,1,1,64,29.8,None,4,1,0,284500,271500
Borgaon,Chandwad,17.56,Red,6,Agricultural,0,1,88,10.7,Borewell,10,0,0,91500,91000
Deolali,Nashik,7.52,Black,7,Agricultural,0,1,51,23,Borewell,10,3,0,444000,399000
Waghad,Nashik,9.75,Black,8,Residential,1,1,77,17.3,None,9,4,0,949000,888000
Sinnar,Sinnar,24.49,Black,9,Residential,1,1,21,3.3,River,3,0,0,600000,558000
Deolali,Nashik,15.37,Black,8,Residential,1,1,73,17.7,Borewell,1,5,0,1357500,1377000
Waghad,Nashik,16,Black_Red_Mixed,5,NA,1,1,46,28.6,Well,2,3,0,949000,953500
Adgaon,Nashik,18.76,Black,8,Residential,1,0,99,2.9,Borewell,7,3,0,1643000,1560000
Vadgaon,Nashik,7.85,Red,5,Agricultural,1,1,31,22.9,Canal,7,3,0,567500,574500
Mungse,Sinnar,13.08,Black_Red_Mixed,8,Agricultural,1,0,82,5.1,Well,8,5,0,190000,182500
Nagarsul,Chandwad,9.75,Black_Red_Mixed,7,Agricultural,1,1,65,12.2,Canal,4,4,0,103500,101500
Saptashringi,Chandwad,19.86,Black_Red_Mixed,5,Residential,1,1,44,23,Canal,7,3,0,191000,213500
Nandur,Yeola,23.98,Black,8,Residential,1,1,41,20,Canal,3,2,0,285000,300000
Dwarka,Nashik,22.61,Black,8,Agricultural,1,1,16,29.4,Canal,2,1,0,695500,632000
Anandwalli,Nashik,17.74,Red,5,Agricultural,0,1,52,9.9,Well,6,5,0,360500,381500
Chandanpuri,Sinnar,20.69,Black_Red_Mixed,8,NA,0,1,53,2.1,River,7,5,0,467000,493500
Pale,Sinnar,16.07,Red,5,Agricultural,1,0,69,1.2,Well,5,3,0,209000,192000
Nagarsul,Chandwad,4.64,Black,8,Agricultural,1,1,42,13.7,Borewell,6,1,0,113500,120000
Panchak,Nashik,2.54,Red,5,NA,1,1,62,11.3,Borewell,4,2,1,969000,1073500
Nandur Madhyameshwar,Sinnar,13.7,Black_Red_Mixed,6,Commercial,1,1,74,26.1,Well,7,3,0,750500,691500
Watane,Niphad,16.87,Black_Red_Mixed,5,Residential,0,0,22,0.1,Borewell,9,4,1,444500,416000
Umrane,Yeola,1.32,Black,8,NA,1,1,93,23.4,None,10,3,0,160500,172000
Mungse,Sinnar,21.22,Black_Red_Mixed,6,Agricultural,1,0,24,24.1,Borewell,9,1,0,192000,195500
Chandwad,Chandwad,15.78,Black_Red_Mixed,7,Agricultural,0,0,86,22.6,None,3,0,0,49500,51500
Tarsa,Sinnar,8.64,Red,6,Agricultural,1,0,29,1.4,Borewell,10,1,0,253000,259000
Satpur,Nashik,4.7,Black_Red_Mixed,7,Agricultural,0,0,61,2.7,Well,6,2,0,466500,479500
Gangapur,Nashik,6.45,Black,9,Agricultural,1,0,16,20.3,Well,8,5,0,415500,377000
Trimbak Road,Nashik,3.04,Black,9,Commercial,1,1,65,16.5,Borewell,10,0,0,3864000,4147500
Vani,Chandwad,24.29,Black,7,Residential,1,1,35,24.3,None,6,1,0,137500,149000
Adgaon,Nashik,0.66,Red,5,Agricultural,1,1,20,26.1,Well,8,0,1,451500,444500
Kherwadi,Sinnar,3.85,Black,8,Agricultural,0,1,43,12.4,Canal,6,5,1,143500,143000
Ambad,Nashik,14.45,Black,7,Agricultural,1,1,18,9.8,Well,9,0,0,656000,585500
Kasarwadi,Niphad,5.73,Black,9,Residential,0,1,40,0.3,Well,6,5,0,642500,665500
Deolali,Nashik,0.32,Red,5,Agricultural,1,0,67,27.9,Borewell,3,0,0,539500,561000
Abhona,Niphad,11.16,Black,8,Agricultural,1,1,80,27,River,4,1,1,292500,291000
Jategaon,Sinnar,18.69,Black,9,Agricultural,0,1,66,11.3,Well,2,3,1,146500,158000
Panchak,Nashik,6.16,Red,3,Commercial,1,1,85,2.6,Well,9,1,0,3209500,3134500
Malegaon,Sinnar,14.82,Red,6,Agricultural,1,1,42,21.7,Borewell,6,5,0,182500,189500
Chandanpuri,Sinnar,20.74,Red,5,NA,1,1,12,20,None,7,2,0,307000,285000
Dwarka,Nashik,21.77,Black_Red_Mixed,7,Agricultural,1,1,67,3.4,Canal,3,3,0,786000,784500
Pimpalgaon Baswant,Niphad,19.74,Red,3,Agricultural,1,1,12,22.2,Borewell,10,1,0,262500,259500
Palkhed,Niphad,14.84,Red,3,Residential,0,1,16,26.2,None,8,5,0,255000,259000
Niphad,Niphad,8.78,Red,7,Agricultural,1,1,16,2.6,Canal,8,1,0,400000,389500
Saikheda,Sinnar,2.85,Black,10,Agricultural,0,1,35,19.1,None,6,3,0,121000,120000
Saikheda,Sinnar,24.76,Red,4,Agricultural,1,1,25,29.1,Well,4,5,1,121500,128500
Thergaon,Chandwad,19.98,Black_Red_Mixed,6,Agricultural,0,1,64,14.1,Borewell,9,3,0,73500,71500
Bhojapur,Niphad,3.24,Black,7,Agricultural,1,1,46,15,Canal,6,4,1,250000,222000
Mungse,Sinnar,16.45,Black,8,Agricultural,1,1,25,5.4,Borewell,1,0,0,303500,340500
Pimpalgaon Baswant,Niphad,22.33,Black_Red_Mixed,5,Agricultural,1,0,21,17.1,None,10,1,0,164000,180000
Deolali,Nashik,5.52,Black,10,NA,0,1,77,4.1,River,8,2,0,1321500,1202000
Trimbak Road,Nashik,4.65,Black_Red_Mixed,5,Agricultural,1,1,72,7.7,Canal,2,1,0,743500,779500
Panchak,Nashik,5.12,Black_Red_Mixed,5,Agricultural,1,0,26,4.2,Borewell,8,5,0,472000,455500
Nashik Road,Nashik,19.88,Black_Red_Mixed,7,NA,1,1,92,19.5,Well,8,5,0,960500,978000
Borwadi,Yeola,2.2,Black,7,Commercial,1,0,92,9.6,Well,9,5,0,312000,318500
Malegaon,Sinnar,8.96,Red,4,Residential,1,0,44,15.5,River,4,3,0,380000,374000
Thergaon,Chandwad,16.18,Red,4,Residential,0,0,22,12.3,Well,8,0,1,115500,109000
Mungse,Sinnar,0.66,Black_Red_Mixed,7,Agricultural,1,1,44,8.1,Borewell,2,0,0,283500,270000
Kelzar,Chandwad,11.98,Black_Red_Mixed,7,Agricultural,1,0,10,3.3,Canal,2,4,0,97000,91000
Umbarkhed,Sinnar,15.38,Red,3,Agricultural,0,1,90,17.6,Well,6,1,0,152000,143000
Nandur,Yeola,2.74,Black,10,Agricultural,0,1,60,1.7,Borewell,7,2,1,112500,112000
Pimpalgaon Dohe,Chandwad,9.76,Black,9,Commercial,0,1,10,27.4,None,4,2,0,217500,206500
Wakad,Yeola,17.8,Black,8,NA,0,1,20,22.5,Borewell,5,1,0,197500,207000
Deolali,Nashik,22.98,Red,5,Residential,0,1,94,1.6,Borewell,4,4,0,1519500,1677500
Harsul,Chandwad,11.18,Red,5,Agricultural,0,0,43,19,River,3,0,1,57500,55000
Chandori,Niphad,12.32,Black,10,Agricultural,1,1,42,20,Borewell,6,2,0,342000,347500
Ozar,Niphad,11.01,Black,7,Agricultural,0,1,18,9.9,Well,6,4,0,201500,208500
Saikheda,Sinnar,16.76,Black_Red_Mixed,6,NA,1,0,48,17.8,Borewell,10,0,0,485500,501500
Saundane,Niphad,4.21,Black_Red_Mixed,7,Agricultural,0,0,20,6.6,Canal,6,5,0,202000,203000
Kelzar,Chandwad,4.94,Black,8,Agricultural,0,1,30,24.6,Borewell,8,2,1,63500,67000
Kasarwadi,Niphad,22.58,Black_Red_Mixed,7,Agricultural,1,1,76,11.8,Well,5,4,0,271000,280000
Shirsathe,Sinnar,4.87,Red,3,Agricultural,1,1,51,28.5,None,7,2,1,102500,93500
Jategaon,Sinnar,3.31,Red,5,Agricultural,0,0,93,0.9,Borewell,4,0,0,214500,227500
Kalwan,Chandwad,2.78,Black_Red_Mixed,6,Residential,0,0,42,28,None,3,1,1,84500,89500
Nagarsul,Chandwad,10.01,Red,6,Residential,1,1,30,0.4,Borewell,4,2,0,250000,236500
Shirsathe,Sinnar,20.05,Red,6,Agricultural,0,0,35,19.6,Canal,10,4,0,139000,139500
Khamgaon,Yeola,17.78,Red,5,Agricultural,1,1,73,14.7,Borewell,1,3,0,113000,118500
Saundane,Niphad,21.11,Black,8,Residential,1,1,57,25.6,Borewell,10,5,1,452500,446000
Uchit,Chandwad,7.27,Black_Red_Mixed,6,Agricultural,0,1,18,13.2,River,9,4,0,69500,74500
Malegaon,Sinnar,24.95,Black_Red_Mixed,6,NA,0,0,81,19.8,River,3,4,0,321500,374500
Kalwan,Chandwad,24.26,Black_Red_Mixed,8,Agricultural,1,0,15,8.3,Canal,4,2,1,84500,80000
Adgaon,Nashik,2.21,Black_Red_Mixed,7,NA,0,0,64,20.5,Canal,2,5,0,732500,661500
Ozar,Nashik,18.07,Black,10,Commercial,1,0,71,11.3,River,9,2,0,3299500,3369500
Wavi,Sinnar,15.4,Red,4,Residential,1,1,100,28.7,Borewell,2,1,0,494500,519500
Karanjwan,Niphad,22.82,Black,9,NA,1,0,31,5,Well,6,2,0,577500,568000
Karanjkhed,Yeola,17.77,Black_Red_Mixed,5,Agricultural,0,1,94,20.7,Borewell,2,0,0,101000,111500
Trimbak Road,Nashik,2.9,Black,10,Agricultural,1,1,11,28.3,Well,1,2,0,593000,537500
Gangapur,Nashik,3.73,Black,10,Residential,1,1,69,26.1,None,4,5,0,939500,985000
Chinchpada,Sinnar,3.02,Black_Red_Mixed,8,Agricultural,1,1,89,19.6,Canal,4,2,1,222500,213000
Ozar,Nashik,18.61,Red,5,Residential,1,0,30,13.3,Well,10,3,0,1035000,1159500
Kalwan,Chandwad,1.99,Black,8,Agricultural,1,1,78,15.2,Borewell,4,0,1,100000,114000
Nampur,Yeola,19.59,Black_Red_Mixed,7,NA,0,0,78,3,River,4,5,0,175000,165500
Chandanpuri,Sinnar,17.95,Black_Red_Mixed,5,Agricultural,1,1,100,7.7,Canal,8,0,0,301500,290000
Vadgaon,Nashik,1.8,Black_Red_Mixed,8,Agricultural,1,1,33,22.8,Borewell,10,4,0,555000,588500
Chandwad,Chandwad,5.44,Black,7,Agricultural,1,1,42,6.5,Borewell,5,1,0,119500,116500
Satpur,Nashik,21.8,Red,5,Residential,0,0,47,3.4,Borewell,6,2,0,1302000,1298000
Borwadi,Yeola,7.76,Black,10,Residential,1,1,26,20.4,Canal,6,3,0,285000,285500
Thergaon,Chandwad,3.48,Black,10,Residential,0,1,86,26.7,Canal,10,4,0,205500,178000
Shirsathe,Sinnar,12.4,Black_Red_Mixed,8,Commercial,1,0,71,14,Borewell,4,4,0,723500,723000
Jategaon,Sinnar,5.77,Black_Red_Mixed,6,Agricultural,1,0,45,10.9,Canal,6,2,0,219000,208500
Pimpalgaon Khamb,Nashik,20.26,Black,10,Residential,0,0,81,27,Borewell,10,5,0,1137500,1098000
Deolali,Nashik,6.39,Black_Red_Mixed,5,Agricultural,1,1,52,18.6,None,2,4,0,332500,366000
Nandur,Nashik,18.08,Black,9,Residential,1,1,84,5.6,Borewell,10,2,0,1909000,1741000
Mangi,Chandwad,13.03,Red,6,Agricultural,1,1,91,2.3,Well,8,4,0,102500,108500
Devpur,Niphad,9.14,Black_Red_Mixed,7,Residential,1,0,14,13.6,None,9,5,0,289000,283500
Ozar,Nashik,17.54,Black_Red_Mixed,6,NA,1,0,23,22.9,Borewell,1,3,0,906500,888500
Sinnar,Sinnar,23.16,Black,9,Agricultural,1,1,32,8.9,Borewell,8,2,0,268500,283500
Sinnar,Sinnar,22.34,Black,7,Commercial,1,1,62,14.6,Canal,5,2,0,982500,1006000
Anandwalli,Nashik,7.69,Red,6,Agricultural,0,1,70,2.6,River,2,4,0,538000,559500
Vithapur,Yeola,6.24,Black,7,NA,1,0,13,14,Borewell,7,5,0,169500,181000
Wavi,Sinnar,21.9,Black_Red_Mixed,7,NA,1,0,37,19.2,Borewell,4,4,1,326000,318500
Shedbol,Yeola,15.7,Red,7,Commercial,1,0,83,4.9,Well,5,4,0,355500,340500
Kalwan,Chandwad,1.71,Black_Red_Mixed,7,Agricultural,0,1,55,20.7,River,2,4,0,71500,66000
Devpur,Niphad,14.97,Red,6,Agricultural,0,0,68,8.2,River,3,2,1,188500,177500
Umrane,Yeola,7.58,Red,5,Agricultural,0,0,93,20.2,Borewell,2,2,0,78500,94500
Saikheda,Sinnar,14.9,Red,3,NA,0,0,23,7.5,Well,10,1,0,302000,328500
Vinchur,Niphad,4.62,Red,5,Agricultural,1,1,66,19.7,None,6,1,0,199000,180000
Mungse,Sinnar,19.43,Black,10,Agricultural,1,1,89,17.2,Canal,5,5,0,246000,223000
Nandur,Yeola,13.46,Red,5,Agricultural,1,1,50,16.1,Borewell,9,1,0,122500,126500
Nandur Madhyameshwar,Sinnar,13.46,Black,9,Commercial,0,0,34,10.5,Well,4,2,0,683500,709500
Mungse,Sinnar,21.93,Black,7,Agricultural,1,1,15,26.2,River,9,0,0,254500,264500
Thergaon,Chandwad,20.26,Black,9,Commercial,1,0,99,14.3,Well,5,2,0,318000,312500
Nandur,Nashik,6.8,Black_Red_Mixed,5,Agricultural,0,0,65,0.4,Canal,9,1,0,583000,578000
Pandavleni,Sinnar,24.02,Black_Red_Mixed,7,Residential,1,1,85,6.9,None,9,2,1,307500,314500
Saptashringi,Chandwad,0.76,Black,7,Agricultural,1,0,30,25.8,Borewell,6,5,0,68500,69000
Satpur,Nashik,18.95,Black,8,Agricultural,1,0,13,13.3,Borewell,3,2,0,547000,462000
Nandgaon,Chandwad,17.74,Black,7,NA,1,0,57,1.9,River,10,2,0,225500,222000
Khambale,Sinnar,23.38,Black,9,Commercial,1,1,29,20.6,Borewell,2,3,0,884500,832000
Vadgaon,Nashik,18.22,Black,9,NA,1,1,89,10.7,Well,9,0,0,1447000,1464500
Pachegaon,Yeola,12.45,Red,4,Agricultural,0,0,28,28,Borewell,1,1,0,72000,87000
Saptashringi,Chandwad,21.6,Red,6,Agricultural,1,1,44,21.3,River,5,0,0,110500,113500
Savargaon,Chandwad,16.68,Black,8,NA,0,0,25,28.9,Well,3,5,1,80500,78500
Kasarwadi,Niphad,4.26,Black_Red_Mixed,7,NA,0,1,77,29.3,None,8,3,0,291500,310500
Pimpalgaon Rotha,Yeola,5.36,Black,9,Agricultural,1,1,68,5.9,River,8,4,1,118500,122500
Jategaon,Sinnar,4.88,Red,5,Agricultural,0,1,72,13.3,Borewell,5,1,1,151000,155500
Khambale,Sinnar,9.79,Red,6,Commercial,1,1,73,2.1,None,8,1,0,739500,771000
Vadner,Niphad,0.36,Black_Red_Mixed,6,Agricultural,1,0,82,29.6,Borewell,10,1,1,222000,254000
Adgaon,Nashik,2.86,Black,10,Commercial,1,0,20,22.3,Canal,1,1,0,3349000,3084000
Peth,Nashik,15.26,Red,3,Agricultural,1,1,10,18.3,Well,3,0,0,511500,528500
Wadivarhe,Sinnar,21.82,Red,3,Agricultural,1,1,54,5.5,Canal,6,4,0,220000,205500
Tambepada,Niphad,5.44,Red,7,Commercial,1,1,69,28.4,Borewell,6,3,0,1094000,1136500
Vadner,Niphad,5.12,Red,7,Agricultural,0,1,10,26.6,Borewell,2,3,0,211500,198000
Abhona,Niphad,3.26,Black,7,Agricultural,1,1,73,19.5,Canal,8,2,0,343500,333500
Sinnar,Sinnar,14.8,Black_Red_Mixed,5,Agricultural,0,1,66,5.4,Borewell,7,4,0,172500,169000
Ozar,Nashik,4.66,Black_Red_Mixed,7,Agricultural,1,0,98,4.1,Well,4,5,0,507500,542000
Nampur,Yeola,22.85,Black_Red_Mixed,7,Commercial,0,1,59,7.9,Borewell,5,4,1,312000,332000
Umrane,Chandwad,2.89,Red,6,Agricultural,1,1,96,16.8,None,7,4,0,59000,54000
Sonaj,Yeola,13.44,Black_Red_Mixed,5,Commercial,0,1,65,13.8,Borewell,7,2,1,312000,313000
Wavi,Sinnar,6.09,Black_Red_Mixed,7,Agricultural,1,0,30,8.4,Borewell,2,3,0,201500,191500
Girnare,Nashik,13.16,Black,9,Commercial,1,1,11,8.2,Borewell,1,3,0,3254500,2968000
Devpur,Niphad,1.94,Black_Red_Mixed,8,Agricultural,1,0,65,27,None,3,0,1,162500,160000
Vithapur,Yeola,16.79,Red,4,Agricultural,0,1,73,3.6,Well,8,1,1,82000,80000
Tambepada,Niphad,0.37,Black_Red_Mixed,7,Agricultural,1,1,85,3.5,Borewell,5,1,0,400000,400000
Nashik Road,Nashik,0.42,Black_Red_Mixed,5,Residential,0,1,78,6.5,Canal,1,5,1,1075000,1107500
Abhona,Niphad,2.06,Red,4,Residential,1,1,26,17.7,Well,9,2,0,503000,454500
Shirsathe,Sinnar,21.68,Red,3,Residential,1,1,13,15,None,2,2,0,273500,262500
Ozar,Nashik,1.03,Black,9,Residential,0,1,72,29.8,None,5,1,0,1046000,1121000
Nandur,Nashik,6.15,Red,6,Agricultural,1,1,71,21.3,River,1,5,0,523500,600000
Raipur,Chandwad,11.07,Black,8,Agricultural,1,1,18,8.3,Well,6,1,0,107500,95500
Girnare,Nashik,12.7,Black_Red_Mixed,8,Agricultural,0,1,20,19,Borewell,4,4,1,350500,304500
Dhodambe,Yeola,22.45,Red,4,Agricultural,1,0,69,21,Borewell,3,5,0,79000,89500
Pathardi,Nashik,23.71,Black,9,Agricultural,1,1,56,24.9,Canal,2,5,1,489500,503000
Devdhari,Sinnar,9.92,Black,10,Agricultural,1,1,22,12.1,River,5,2,0,276500,259500
Ozar,Nashik,18.86,Black,9,Residential,1,1,42,14.5,Well,9,2,0,1513500,1570000
Mungse,Sinnar,21.28,Black,10,Agricultural,1,1,19,14.8,Borewell,10,4,0,229500,187000
Gangapur,Nashik,14.93,Black_Red_Mixed,6,Agricultural,0,0,31,0.2,Borewell,9,2,0,513500,513500
Girnare,Nashik,4.46,Red,6,Residential,0,1,97,8.3,Borewell,8,1,0,1573000,1609000
Pimpri Kadu,Chandwad,5.25,Black,8,Residential,0,0,34,2.8,Canal,10,1,0,226000,240500
Palkhed,Niphad,2.94,Black,9,NA,1,0,78,9.8,Canal,6,2,0,665500,618500
Gangapur,Nashik,14.35,Black,7,Agricultural,1,1,42,10.5,River,9,1,0,723000,727500
Kelzar,Chandwad,22.02,Black,10,Residential,0,0,54,29.1,None,10,3,1,89000,83000
Mhasrul,Nashik,20.25,Black_Red_Mixed,7,Residential,1,1,42,2.1,Canal,3,2,1,1693500,1724000
Deolali,Nashik,17.39,Black_Red_Mixed,5,Residential,1,1,43,25.8,None,5,5,0,756000,708500
Pimpalgaon Rotha,Yeola,14.9,Black,9,Agricultural,1,1,24,14.6,Canal,4,3,0,137000,133000
Wakad,Yeola,22.19,Black,7,Agricultural,1,1,73,24.4,Canal,1,5,0,112500,104500
Pandavleni,Sinnar,20.96,Black,10,Agricultural,1,0,56,19.1,Canal,5,2,0,242500,253500
Anandwalli,Nashik,20.43,Black_Red_Mixed,8,NA,0,0,53,12.8,Borewell,4,4,0,762500,808500
Nandur Madhyameshwar,Sinnar,13.17,Black,8,Agricultural,0,1,21,28.6,Borewell,1,5,0,146500,144000
Girnare,Nashik,18.98,Red,3,NA,1,0,46,15.9,Borewell,6,0,0,980000,982500
Girnare,Nashik,5.51,Red,4,Agricultural,1,1,82,18.3,Well,3,2,0,516500,464000
Mhasrul,Nashik,2.38,Red,3,Agricultural,0,1,40,20.4,River,4,1,0,436000,427000
Adgaon,Nashik,12.37,Black,9,Agricultural,0,0,55,14.3,Borewell,6,2,0,454500,453000
Kasbe Sukene,Niphad,23.46,Black,10,Agricultural,0,1,41,17.4,River,10,5,1,189500,224500
Mulegaon,Sinnar,11.7,Black,8,Commercial,0,1,22,6.3,Borewell,4,5,0,733500,676500
Vadner,Niphad,11.95,Red,7,Commercial,1,1,33,26.8,River,8,1,0,1232500,1359000
Kelzar,Chandwad,1.98,Black,7,Agricultural,1,1,24,4.5,Well,10,1,0,112000,120000
Nampur,Yeola,11.68,Red,5,Residential,0,1,63,28.2,Borewell,3,0,1,195500,199500
Nampur,Yeola,15.05,Black,9,Residential,0,0,37,11.8,Borewell,4,1,0,228500,256500
Umbarkhed,Sinnar,14.81,Black,8,NA,1,1,90,1.8,Canal,3,3,0,600000,600000
Mungse,Sinnar,4.14,Black_Red_Mixed,8,Commercial,0,1,17,18.1,Borewell,9,2,0,812500,834500
Darna,Niphad,1.32,Black,10,Agricultural,1,1,64,19.4,Well,8,2,0,319500,318500
Vadgaon,Nashik,3.23,Black,9,Commercial,1,0,45,24.1,Canal,4,1,0,3324500,3609000
Sonaj,Yeola,16.3,Red,6,Residential,1,1,18,10.1,River,4,2,0,258500,278500
Mhasrul,Nashik,8.01,Red,3,Residential,1,0,73,11.9,Canal,6,5,1,864000,826000
Panchak,Nashik,10.36,Red,3,Agricultural,1,1,39,21.2,Well,6,1,0,494000,448500
Kadwa,Yeola,13.02,Black_Red_Mixed,5,Agricultural,0,1,26,9.8,River,6,2,0,96500,95000
Chandanpuri,Sinnar,21.02,Black,8,Agricultural,1,0,18,8.6,None,5,1,0,150000,141500
Malegaon,Sinnar,1.39,Black,10,Agricultural,1,0,12,18.6,Borewell,3,2,1,174500,173500
Wavi,Sinnar,4.03,Black_Red_Mixed,7,Agricultural,1,1,49,17.1,None,9,2,0,153000,166500
Borwadi,Yeola,20.3,Black,7,Commercial,1,1,94,30,Borewell,8,3,0,435500,421500
Nandur Madhyameshwar,Sinnar,23.78,Black_Red_Mixed,6,Agricultural,1,1,58,18.3,Canal,4,3,1,190000,189500
Borwadi,Yeola,15.94,Black,10,Agricultural,1,1,12,15.9,Well,3,2,0,124000,124500
Panchak,Nashik,12.05,Black,10,NA,1,0,28,9.9,River,3,3,0,1180500,1250500
Pimpri Kadu,Chandwad,23.06,Red,7,Residential,1,0,97,8.2,Borewell,4,2,0,196000,165000
Pimpri Kadu,Chandwad,10.55,Black,9,Agricultural,1,1,59,2.7,Borewell,7,4,0,120000,115000
Chinchpada,Sinnar,9.81,Black_Red_Mixed,8,Commercial,1,0,42,18.2,None,1,1,0,538000,546000
Wakad,Yeola,9.17,Black_Red_Mixed,8,NA,0,1,39,20,Borewell,9,4,0,170500,185000
Saikheda,Sinnar,13.73,Black_Red_Mixed,5,Agricultural,1,0,63,17.6,River,4,3,1,151000,146000
Wadangali,Sinnar,15.88,Black_Red_Mixed,5,Agricultural,1,0,13,2.4,Borewell,9,2,0,219000,190000
Vinchur,Niphad,6.2,Black,8,Agricultural,1,0,60,19.2,Canal,2,2,0,302000,315000
Mulegaon,Sinnar,2.22,Black_Red_Mixed,6,Agricultural,1,1,71,5.7,River,3,4,0,243500,232500
Tambepada,Niphad,2.67,Red,6,NA,1,1,98,0.5,Canal,2,5,0,744000,682000
Vani,Chandwad,23.79,Black,9,Residential,1,1,32,28.2,River,9,1,0,236000,225500
Mhasrul,Niphad,22.76,Black_Red_Mixed,7,Commercial,0,1,48,13.1,Borewell,8,5,0,873000,861500
Chandrapur,Yeola,11.44,Black,8,Agricultural,0,0,42,1.7,Canal,9,0,1,106000,101500
Kherwadi,Sinnar,7.26,Black_Red_Mixed,5,Agricultural,0,0,95,20.5,Borewell,10,5,0,122500,103500
Satpur,Nashik,13.77,Black,9,Agricultural,1,0,28,19.7,Borewell,3,0,0,617000,655500
Kasbe Sukene,Niphad,14.21,Black_Red_Mixed,6,Agricultural,1,0,59,14.9,Borewell,2,3,0,248500,270500
Thengode,Niphad,24.68,Black_Red_Mixed,8,Residential,1,0,50,3,Borewell,7,2,0,684500,715500
Adgaon,Nashik,19.55,Black,7,NA,0,1,53,6.3,None,5,5,0,571000,525500
Nandur,Yeola,15.31,Black,7,Agricultural,0,1,50,0.2,Borewell,6,1,0,135000,133000
Kotamgaon,Nashik,11.3,Black,10,Agricultural,1,1,16,22,Canal,4,0,0,799500,799000
Anandwalli,Nashik,20.81,Black,8,Agricultural,1,0,73,27.1,Well,8,5,0,420000,437500
Gangapur,Nashik,13.83,Black_Red_Mixed,5,Residential,1,0,11,10.9,Borewell,3,0,1,1087500,1138500
Vadgaon,Nashik,22.41,Red,7,Agricultural,1,1,56,1,Well,7,2,0,742000,704000
Pale,Sinnar,21.43,Black_Red_Mixed,5,Residential,1,1,44,16.3,None,8,4,0,272500,274000
Devdhari,Sinnar,23.82,Black_Red_Mixed,5,Agricultural,1,1,17,13.5,Canal,1,2,0,233500,241000
Wadivarhe,Sinnar,23.52,Black_Red_Mixed,5,NA,1,0,45,24.6,Well,7,3,0,355500,391500
Ozar,Nashik,10.55,Black,9,Agricultural,1,1,22,14.6,Canal,2,3,0,684500,718500
Kotamgaon,Nashik,21.78,Black_Red_Mixed,5,Agricultural,0,0,10,7.6,None,4,2,0,260500,275000
Thergaon,Chandwad,11.65,Black,8,Residential,0,1,91,17.7,Canal,9,2,0,218500,220000
Wadangali,Sinnar,9.18,Black_Red_Mixed,6,Commercial,1,1,34,6.5,River,8,5,0,785000,862500
Abhona,Niphad,0.99,Red,4,NA,1,1,87,24,Well,7,2,0,502500,517000
Ozar,Nashik,6.4,Black_Red_Mixed,7,Residential,1,1,26,21.3,Canal,9,5,0,1349000,1267500
Devdhari,Sinnar,4.36,Red,6,Agricultural,1,1,40,25.7,None,7,5,0,117500,129000
Pimpri Kadu,Chandwad,10.75,Black,7,Agricultural,1,0,57,12,Borewell,6,1,1,79000,83000
Nandur,Nashik,4.49,Red,7,Agricultural,1,0,68,1.1,Borewell,6,2,0,702500,680500
Saundane,Niphad,5.28,Red,4,Agricultural,0,1,83,8,None,6,3,0,148000,143000
Palkhed,Niphad,15.89,Black_Red_Mixed,7,Agricultural,1,1,40,15.2,None,2,1,0,216000,220500
Thengode,Niphad,7.01,Black_Red_Mixed,6,Commercial,1,0,85,17.9,Canal,8,1,0,1119000,1155500
Nampur,Yeola,5.56,Red,7,Agricultural,1,1,82,24.4,Well,1,0,0,127500,129500
Kadwa,Yeola,9.37,Red,3,Residential,0,0,82,5.4,Canal,4,0,0,235500,240500
Waghad,Nashik,4.5,Black,8,Commercial,0,1,27,7.6,None,4,5,0,1680500,1880500
Devdhari,Sinnar,23.51,Black,7,Commercial,1,1,90,12.5,Well,10,3,0,806000,866500
Kasarwadi,Niphad,15.76,Black,10,Commercial,1,1,28,24,River,9,3,0,1226500,1243000
Manur,Yeola,9.8,Black,7,Residential,0,0,84,0.4,Borewell,3,2,0,279000,297500
Karanjkhed,Yeola,2.26,Black,9,Residential,0,1,31,16.8,River,9,3,0,243000,225500
Raipur,Chandwad,24.06,Black_Red_Mixed,5,Commercial,0,1,20,8,River,9,2,0,316500,325500
